The ^ati++++=The
independent ^jj+atrb+++=independent
variables ^nns++++=variables
utilized ^vbd+++xvbn+=utilized
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
were ^vbd+bed+aux++=were
obtained ^vpsv++agls+xvbnx+=obtained
from ^in++++=from
several ^ap++++=several
national ^jj+atrb+++=national
databases ^nns+++??+=databases
covering ^vwbg+++xvbg+=covering
the ^ati++++=the
period ^nn++++=period
from ^in++++=from
2013 ^cd++++=2013
to ^to++++=to
2017 ^cd++++=2017,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
mean ^jj+atrb+++=mean
values ^nns++++=values
calculated ^vwbn+vprv++xvbn+=calculated
for ^in++++=for
each ^dt++++=each
variable ^jj++++=variable
based ^jj+++xvbn+=based
on ^in++++=on
the ^ati++++=the
available ^jj+atrb+++=available
data ^nns++++=data.
. ^zz++++=EXTRAWORD
A ^at++++=A
Detailed ^jj+atrb+++=detailed
Description ^nn+nom+++=description
Of ^in++++=of
These ^dt+dem+++=these
Variables ^nns++++=variables
Is ^vbz+bez+aux++=is
Provided ^vpsv++agls+xvbn+=provided
Below ^rb++++=below.
 ^zz++++=EXTRAWORD
