A ^at++++=A
broader ^jjr+atrb+++=broader
comparison ^nn++++=comparison
can ^md+pos+++=can
be ^vb+be+aux++=be
conducted ^vpsv++by+xvbnx+=conducted
by ^in++++=by
examining ^xvbg+++xvbg+=examining
a ^at++++=a
larger ^jjr+atrb+++=larger
sample ^nn++++=sample
of ^in++++=of
European ^jj+atrb+++=European
universities ^nns+nom+++=universities.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
the ^ati++++=the
top ^jjb+atrb+++=top
300 ^cd++++=300
European ^jj+atrb+++=European
universities ^nns+nom+++=universities
in ^in++++=in
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
average ^nn+nom+++=average
of ^in++++=of
the ^ati++++=the
evaluated ^jj+atrb++xvbn+=evaluated
dimensions ^nns++++=dimensions,
, ^zz++++=EXTRAWORD
85.72 ^cd++++=85.72%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
data ^nns++++=data
were ^vbd+bed+vrb++=were
available ^jj+pred+++=available,
, ^zz++++=EXTRAWORD
10.20 ^cd++++=10.20%
% ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
missing ^vbg+++xvbgx+=missing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
4.08 ^cd++++=4.08%
% ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
classified ^vpsv++agls+xvbnx+=classified
as ^ql++++=as
not ^xnot++not++=not
applicable ^jj++++=applicable.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
figures ^nns++++=figures
likely ^jj++++=likely
represent ^vb++++=represent
an ^at++++=an
upper ^jjb+atrb+++=upper
benchmark ^nn+++??+=benchmark,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
pertain ^vb+++??+=pertain
to ^in++++=to
the ^ati++++=the
highest ^jjt++++=highest-performing
- ^zz++++=EXTRAWORD
performing ^vbg+++xvbg+=EXTRAWORD
institutions ^nns+nom+++=institutions
in ^in++++=in
Europe ^np++++=Europe,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
ranking ^jj+atrb++xvbg+=ranking
system ^nn++++=system
originated ^vbd+++xvbn+=originated.
. ^zz++++=EXTRAWORD
In ^in++++=In
comparison ^nn++++=comparison,
, ^zz++++=EXTRAWORD
Brazilian ^jj+atrb+++=Brazilian
institutions ^nns+nom+++=institutions
exhibit ^vb++++=exhibit
data ^nns++++=data
availability ^nn+nom+++=availability
approximately ^rb+down+++=approximately
40 ^cd++++=40%
% ^zz++++=EXTRAWORD
lower ^jjr++++=lower
than ^cs+sub+++=than
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
top ^jjb+atrb+++=top
300 ^cd++++=300
european ^jj+atrb+++=European
universities ^nns+nom+++=universities.
. ^zz++++=EXTRAWORD
