Although ^cs+con+++=Although
the ^ati++++=the
Southeast ^np+++??+=Southeast
region ^nn++++=region
of ^in++++=of
the ^ati++++=the
country ^nn++++=country
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
extensively ^rb++splt++=extensively
studied ^vpsv++agls+xvbn+=studied,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
no ^at++++=no
published ^jj+atrb++xvbn+=published
studies ^nns++++=studies
specifically ^rb++++=specifically
addressing ^vbg+++xvbg+=addressing
the ^ati++++=the
bryoflora ^nn+++??+=bryoflora
of ^in++++=of
the ^ati++++=the
Pnc ^np+++??+=PNC.
. ^zz++++=EXTRAWORD
Existing ^jj+atrb++xvbg+=Existing
information ^nn+nom+++=information
is ^vbz+bez+aux++=is
limited ^vpsv++agls+xvbnx+=limited
to ^in++++=to
a ^ap++++=a
few ^ap"++++=few
records ^nns++++=records
from ^in++++=from
occasional ^jj+atrb+++=occasional
collections ^nns+nom+++=collections
( ^zz++++=(Yano
yano ^np++++=EXTRAWORD
& ^zz++++=&
Peralta ^np+++??+=Peralta
2008 ^cd++++=2008;
; ^zz++++=EXTRAWORD
Yano ^np+++??+=Yano
2010 ^cd++++=2010,
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
Esp ^np+++??+=Esp
rito ^nn+++??+=rito
Santo ^np++++=Santo,
, ^zz++++=EXTRAWORD
scientific ^jj+atrb+++=scientific
studies ^nns++++=studies
remain ^vb++++=remain
scarce ^jj++++=scarce;
; ^zz++++=EXTRAWORD
among ^in++++=among
the ^ati++++=the
most ^ql+emph+++=most
recent ^jj++++=recent
are ^vb+ber+vrb++=are
Costa ^np++++=Costa
& ^zz++++=&
Silva ^np+++??+=Silva
( ^zz++++=(2003)
2003 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
Yano ^np+++??+=Yano
( ^zz++++=(2005)
2005 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
broadleaf ^nn+++??+=broadleaf
forests ^nns++++=forests,
, ^zz++++=EXTRAWORD
Silva ^np+++??+=Silva
& ^zz++++=&
Piassi ^np+++??+=Piassi
( ^zz++++=(2010)
2010 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
restinga ^nn+++??+=restinga,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Silva ^np+++??+=Silva
( ^zz++++=(2011),
2011 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Silva ^np+++??+=Silva
& ^zz++++=&
Bastos ^np+++??+=Bastos
( ^zz++++=(2012),
2012 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Sousa ^np+++??+=Sousa
& ^zz++++=&
Faria ^np+++??+=Faria
( ^zz++++=(2016),
2016 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Faria ^np+++??+=Faria
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2020)
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
ombrophilous ^jj+atrb+++=ombrophilous
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
The ^ati++++=The
objective ^nn++++=objective
of ^in++++=of
this ^dt+dem+++=this
study ^nn++++=study
was ^vbd+bedz+aux++=was
to ^to++++=to
conduct ^vbi++++=conduct
a ^at++++=a
survey ^nn++++=survey
of ^in++++=of
moss ^np++++=moss
species ^nns++++=species
occurring ^vwbg+++xvbg+=occurring
along ^in++++=along
the ^ati++++=the
visitation ^nn+nom+++=visitation
trails ^nns++++=trails
of ^in++++=of
the ^ati++++=the
Pnc ^np+++??+=PNC,
, ^zz++++=EXTRAWORD
starting ^nvbg+++xvbg+=starting
at ^rb++++=at
the ^ati++++=the
entrance ^nn+nom+++=entrance
in ^in++++=in
the ^ati++++=the
Esp ^np+++??+=Esp
rito ^nn+++??+=rito
Santo ^np++++=Santo
sector ^nn++++=sector,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
aim ^nn++++=aim
of ^in++++=of
expanding ^xvbg+++xvbg+=expanding
knowledge ^nn++++=knowledge
of ^in++++=of
the ^ati++++=the
bryophyte ^nn+++??+=bryophyte
flora ^np++++=flora
in ^in++++=in
the ^ati++++=the
state ^nn++++=state
and ^cc++++=and
the ^ati++++=the
Atlantic ^np++++=Atlantic
Forest ^nn++++=Forest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
contributing ^jj+++xvbg+=contributing
to ^in++++=to
the ^ati++++=the
conservation ^nn+nom+++=conservation
of ^in++++=of
ecologically ^rb++++=ecologically
significant ^jj++++=significant,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
threatened ^jj++++=threatened,
, ^zz++++=EXTRAWORD
species ^nns++++=species.
. ^zz++++=EXTRAWORD
