The ^ati++++=The
results ^nns++++=results
of ^in++++=of
the ^ati++++=the
acceptability ^nn+nom+++=acceptability
evaluation ^nn+nom+++=evaluation
of ^in++++=of
the ^ati++++=the
disinfectant ^jj++++=disinfectant,
, ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
variables ^nns++++=variables
of ^in++++=of
smell ^nn++++=smell,
, ^zz++++=EXTRAWORD
color ^nn++++=color,
, ^zz++++=EXTRAWORD
texture ^nn++++=texture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
surface ^nn++++=surface
aspect ^nn++++=aspect
( ^zz++++=(cleanliness
cleanliness ^nns+nom+++=EXTRAWORD
and ^cc++++=and
brightness ^nns+nom+++=brightness),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
presented ^vpsv++agls+xvbnx+=presented
in ^in++++=in
Table ^nn++++=Table
5 ^zz++++=5.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
all ^abn++++=all
evaluated ^jj+atrb++xvbn+=evaluated
criteria ^nns++++=criteria,
, ^zz++++=EXTRAWORD
the ^ati++++=the
disinfectant ^jj++++=disinfectant
formulated ^jj+++xvbn+=formulated
from ^in++++=from
L ^zz++++=L.
. ^zz++++=EXTRAWORD
ferrea ^nn+++??+=ferrea
leaves ^nns++++=leaves
demonstrated ^vbd+vprv++xvbn+=demonstrated
higher ^jjr+atrb+++=higher
acceptability ^nn+nom+++=acceptability,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
highest ^jjt+atrb+++=highest
acceptance ^nn+nom+++=acceptance
frequency ^nn++++=frequency
observed ^vbd+++xvbn+=observed
for ^in++++=for
aroma ^nn++++=aroma
( ^zz++++=(83.6%).
83.6% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
no ^at++++=no
previous ^jj+atrb+++=previous
reports ^nns++++=reports
in ^in++++=in
the ^ati++++=the
literature ^nn++++=literature
regarding ^in++++=regarding
the ^ati++++=the
acceptability ^nn+nom+++=acceptability
of ^in++++=of
natural ^jj+atrb+++=natural
products ^nns++++=products
used ^vwbn+++xvbn+=used
as ^ql++++=as
disinfectants ^nns+nom+++=disinfectants.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
Teixeira ^np+++??+=Teixeira
and ^cc++++=and
Becker ^np+++??+=Becker
( ^zz++++=(2017)
2017 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
state ^vb++++=state
that ^tht+vcmp+++=that
70 ^cd++++=70%
% ^zz++++=EXTRAWORD
alcohol ^nn++++=alcohol
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
effective ^jj+atrb+++=effective
product ^nn++++=product
for ^in++++=for
surface ^nn++++=surface
disinfection ^nn+nom+++=disinfection
and ^cc++++=and
sanitation ^nn+nom+++=sanitation,
, ^zz++++=EXTRAWORD
exhibiting ^nvbg+++xvbg+=exhibiting
efficacy ^nn+nom+++=efficacy
comparable ^jj++++=comparable
to ^in++++=to
sodium ^nn++++=sodium
hypochlorite ^nn++++=hypochlorite
when ^wrb+who+++=when
applied ^jj+++xvbn+=applied
with ^in++++=with
a ^at++++=a
minimum ^jj+atrb+++=minimum
contact ^nn++++=contact
time ^nn++++=time
of ^in++++=of
10 ^cd++++=10
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
