According ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
author ^nn++++=author,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
objectives ^nns++++=objectives
are ^vb+ber+vrb++=are
not ^xnot++not++=not
novel ^nn++++=novel
but ^cc++++=but
were ^vbd+bed+vrb++=were
already ^rb++++=already
present ^jj+pred+++=present
in ^in++++=in
educational ^jj+atrb+++=educational
reform ^nn++++=reform
literature ^nn++++=literature
of ^in++++=of
the ^ati++++=the
previous ^jj+atrb+++=previous
century ^nn++++=century.
. ^zz++++=EXTRAWORD
The ^ati++++=The
school ^nn++++=school
is ^vbz+bez+aux++=is
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
promote ^vbi++++=promote
a ^at++++=a
universal ^nn+nom+++=universal
form ^nn++++=form
of ^in++++=of
reasoning ^xvbg+++xvbg+=reasoning,
, ^zz++++=EXTRAWORD
aiming ^vb+++xvbg+=aiming
to ^to+vcmp+++=to
develop ^vbi++++=develop
cosmopolitan ^jj+atrb+++=cosmopolitan
citizens ^nns++++=citizens
characterized ^vwbn+++xvbn+=characterized
by ^in++++=by
a ^at++++=a
" ^zz++++="homeless
homeless ^jj+atrb+++=EXTRAWORD
mind ^nn++++=mind,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
detached ^jj+++xvbn+=detached
from ^in++++=from
local ^jj+atrb+++=local
contexts ^nns++++=contexts.
. ^zz++++=EXTRAWORD
Individuals ^nns+nom+++=Individuals
are ^vb+ber+aux++=are
encouraged ^vpsv++agls+xvbnx+=encouraged
to ^to+vcmp+++=to
adopt ^vbi++++=adopt
universal ^nn+nom+++=universal
modes ^nns++++=modes
of ^in++++=of
thought ^vb+++xvbn+=thought
to ^to+vcmp+++=to
effectively ^rb++splt++=effectively
plan ^vbi++++=plan
their ^pp$+pp3+++=their
lives ^nns++++=lives
within ^in++++=within
their ^pp$+pp3+++=their
communities ^nns+nom+++=communities.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
recently ^rb+cnj+++=recently,
, ^zz++++=EXTRAWORD
shifts ^vbz++++=shifts
in ^in++++=in
educational ^jj+atrb+++=educational
discourse ^nn++++=discourse
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
observed ^vpsv++agls+xvbnx+=observed,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
response ^nn++++=response
to ^in++++=to
an ^at++++=an
increasingly ^rb++++=increasingly
uncertain ^jj++++=uncertain
future ^jjb++++=future.
. ^zz++++=EXTRAWORD
The ^ati++++=The
contemporary ^jj++++=contemporary
" ^zz++++="unfinished
unfinished ^jj++++=EXTRAWORD
cosmopolitan ^jj++++=cosmopolitan"
" ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
conceptualized ^vpsv++agls+xvbnx+=conceptualized
as ^in++++=as
an ^at++++=an
individual ^nn+nom+++=individual
who ^whp+rel+subj++=who
engages ^nns+nom+++=engages
in ^in++++=in
lifelong ^jj+atrb+++=lifelong
learning ^nvbg+++xvbg+=learning.
. ^zz++++=EXTRAWORD
Correspondingly ^rb+cnj+++=Correspondingly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
role ^nn++++=role
of ^in++++=of
the ^ati++++=the
" ^zz++++="lifelong
lifelong ^jj+atrb+++=EXTRAWORD
learner ^nn++++=learner"
" ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
paralleled ^vpsv++by+xvbnx+=paralleled
by ^in++++=by
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
" ^zz++++="reflexive
reflexive ^jj+atrb+++=EXTRAWORD
teacher ^nn++++=teacher,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
who ^whp+who+whq++=who
is ^vbz+bez+aux++=is
continuously ^rb++splt++=continuously
engaged ^vpsv++agls+xvbnx+=engaged
in ^in++++=in
critical ^jj+atrb+++=critical
reflection ^nn+nom+++=reflection
on ^in++++=on
their ^pp$+pp3+++=their
own ^ap++++=own
practice ^nn++++=practice
with ^in++++=with
the ^ati++++=the
goal ^nn++++=goal
of ^in++++=of
achieving ^nn++++=achieving
improved ^vprf+++xvbn+=improved
educational ^jj+atrb+++=educational
outcomes ^nns++++=outcomes
( ^zz++++=(Popkewitz,
popkewitz ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
