The ^ati++++=The
unit ^nn++++=unit
root ^nn++++=root
test ^vb++++=test
based ^vbd+++xvbn+=based
on ^in++++=on
soft ^jj+atrb+++=soft
transition ^nn+nom+++=transition,
, ^zz++++=EXTRAWORD
originally ^rb+tm+++=originally
developed ^vpsv++by+xvbn+=developed
by ^in++++=by
Leybourne ^np+++??+=Leybourne,
, ^zz++++=EXTRAWORD
Newbold ^np+++??+=Newbold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Vougas ^np+++??+=Vougas
( ^zz++++=(1998),
1998 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
subsequently ^rb+tm+splt++=subsequently
extended ^vpsv++agls+xvbnx+=extended
to ^to++++=to
incorporate ^nn+nom+++=incorporate
two ^cd++++=two
soft ^jj+atrb+++=soft
transitions ^nns+nom+++=transitions
and ^cc++++=and
introduced ^vpsv++agls+xvbn+=introduced
into ^in++++=into
the ^ati++++=the
literature ^nn++++=literature
by ^in++++=by
Harvey ^np++++=Harvey
and ^cc++++=and
Mills ^nns++++=Mills
( ^zz++++=(2002).
2002 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn+nom+++=addition,
, ^zz++++=EXTRAWORD
three ^cd++++=three
distinct ^jj+atrb+++=distinct
models ^nns++++=models
were ^vbd+bed+aux++=were
formulated ^vpsv++agls+xvbn+=formulated
for ^in++++=for
application ^nn+nom+++=application
within ^in++++=within
this ^dt+dem+++=this
testing ^nn++++=testing
framework ^nn++++=framework.
. ^zz++++=EXTRAWORD
