Although ^cs+con+++=Although
the ^ati++++=the
National ^jj+atrb+++=National
Educational ^jj+atrb+++=Educational
Plan ^nn++++=Plan
( ^zz++++=(PNE)
pne ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
projects ^nns++++=projects
an ^at++++=an
annual ^jj+atrb+++=annual
growth ^nn++++=growth
rate ^nn++++=rate
of ^in++++=of
1.8 ^cd++++=1.8%
% ^zz++++=EXTRAWORD
in ^in++++=in
higher ^jjr+atrb+++=higher
education ^nn+nom+++=education
institution ^nn+nom+++=institution
( ^zz++++=(HEI)
hei ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
enrolments ^nns+nom+++=enrolments
( ^zz++++=(Ministry
ministry ^nn++++=EXTRAWORD
of ^in++++=of
Education ^nn+nom+++=Education
of ^in++++=of
Brazil ^np++++=Brazil
2020b ^cd++++=2020b),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
several ^ap++++=several
additional ^jj+atrb+++=additional
factors ^nns++++=factors
continue ^vb++++=continue
to ^to++++=to
impede ^vbi+++??+=impede
access ^nn++++=access
to ^in++++=to
higher ^jjr+atrb+++=higher
education ^nn+nom+++=education.
. ^zz++++=EXTRAWORD
Less ^ql++++=Less
developed ^jj+atrb++xvbn+=developed
regions ^nns++++=regions
of ^in++++=of
Brazil ^np++++=Brazil
have ^vb+hv+vrb++=have
a ^at++++=a
limited ^jj+atrb++xvbn+=limited
distribution ^nn+nom+++=distribution
of ^in++++=of
public ^jj+atrb+++=public
Heis ^np+++??+=HEIs,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
restricts ^vbz++++=restricts
access ^nn++++=access
for ^in++++=for
high ^jj+atrb+++=high
school ^nn++++=school
graduates ^nns+nom+++=graduates
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
relocate ^nn+nom+++=relocate
to ^in++++=to
major ^jj+atrb+++=major
urban ^jj+atrb+++=urban
centers ^nns+nom+++=centers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
establishment ^nn+nom+++=establishment
of ^in++++=of
decentralized ^jj+atrb++xvbn+=decentralized
campuses ^nns+++??+=campuses
by ^in++++=by
public ^jj+atrb+++=public
Heis ^np+++??+=HEIs
in ^in++++=in
remote ^jj+atrb+++=remote
areas ^nns++++=areas
has ^vbz+hvz+aux++=has
only ^rb+down+splt++=only
recently ^rb+tm+++=recently
begun ^vbd+++xvbn+=begun.
. ^zz++++=EXTRAWORD
Conversely ^rb+cnj+++=Conversely,
, ^zz++++=EXTRAWORD
Decree ^vb++++=Decree
9057 ^cd++++=9057/2017
( ^zz++++=(Federative
federative ^jj+atrb+++=EXTRAWORD
Republic ^nn++++=Republic
of ^in++++=of
Brazil ^np++++=Brazil
2017b ^cd++++=2017b),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
authorizes ^vbz++++=authorizes
and ^cc+phrs+++=and
recognizes ^vbz+vprv+tht0++=recognizes
degrees ^nns+nom+++=degrees
obtained ^vwbn+++xvbn+=obtained
entirely ^rb+amp+++=entirely
through ^in++++=through
distance ^nn+nom+++=distance
education ^nn+nom+++=education,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
facilitated ^vprf+++xvbnx+=facilitated
rapid ^jj+atrb+++=rapid
expansion ^nn++++=expansion
in ^in++++=in
this ^dt+dem+++=this
sector ^nn++++=sector.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
remains ^nns++++=remains
significant ^jj+atrb+++=significant
resistance ^nn+nom+++=resistance
to ^to++++=to
and ^cc++++=and
low ^jj+atrb+++=low
acceptance ^nn+nom+++=acceptance
of ^in++++=of
distance ^nn+nom+++=distance
learning ^nn++++=learning
within ^in++++=within
the ^ati++++=the
brazilian ^jj+atrb+++=Brazilian
educational ^jj+atrb+++=educational
system ^nn++++=system.
. ^zz++++=EXTRAWORD
